Country name,Regional indicator_x,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Population (2020),Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share,Population_2020,Population_2019,"COVID-19_deaths_per_100,000_population_in_2020",Median age,Island,Index of exposure to COVID-19  infections in other countries as of March 31,Log of average distance to SARS countries,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2017","All-cause death count, 2018",All-cause death _count_2019,All-cause_death_count_2020,"Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average",democ,autoc,polity,polity2,Regional indicator_y,Ladder score 2020,Standard error of ladder score 2020,upperwhisker 2020,lowerwhisker 2020,Logged GDP per capita 2020,Social support 2020,Healthy life expectancy 2020,Freedom to make life choices 2020,Generosity 2020,Perceptions of corruption 2020,Population_density_net_change,Change_in_ladder_score,Change_in_GDP_per_capita,Change_in_social_support,Change_in_healthy_life_expectancy,Change_in_freedom_to_make_life_choice,Change_in_generosity_2020,Change_in_perceptions_of_corruption
Ukraine,Commonwealth of Independent States,4.875,0.052,4.977,4.773,9.436,0.888,64.902,0.724,-0.011,0.924,2.43,0.979,0.958,0.517,0.417,0.181,0.01,1.813,43686577.0,-0.59 %,-259876.0,75.0,579320.0,10000.0,1.4,41,69 %,0.56 %,43733759.0,44385155.0,44.087,41.4,0.0,2.206,8.929,0.0,0.0,0.059,25.0,574123.0,587665.0,581114.0,616835.0,81.407,5.0,1.0,4.0,4.0,Commonwealth of Independent States,4.56069994,0.049683895,4.658080578,4.463319302,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,-0.44858799972381413,0.3143000599999999,0.42530931099999947,0.009120632000000017,0.2952189899999951,0.06091811599999997,0.019933706,0.003363286000000021
Iraq,Middle East and North Africa,4.854,0.059,4.97,4.738,9.24,0.746,60.583,0.63,-0.053,0.875,2.43,0.91,0.638,0.381,0.302,0.153,0.041,2.429,40372771.0,2.32 %,912710.0,93.0,434320.0,7834.0,3.7,21,73 %,0.52 %,40222503.0,39309783.0,31.855,20.0,0.0,1.652,8.882,0.0,0.0,0.133,33.12,,,,,,6.0,0.0,6.0,6.0,Middle East and North Africa,4.784800053,0.077791877,4.937272072,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,2.101468962976607,0.06919994700000043,-0.42109561899999903,-0.0016949689999999906,0.6794508099999987,-0.003182644999999984,0.016564760000000005,0.05273819000000002
Gabon,Sub-Saharan Africa,4.852,0.075,4.998,4.706,9.603,0.776,59.962,0.731,-0.2,0.84,2.43,1.037,0.707,0.362,0.424,0.058,0.064,2.201,2234448.0,2.45 %,53155.0,9.0,257670.0,3260.0,4.0,23,87 %,0.03 %,2225728.0,2172579.0,2.875,23.1,0.0,0.865,9.305,0.0,1.0,0.104,38.02,,,,,,4.0,1.0,3.0,3.0,Sub-Saharan Africa,4.829299927,0.060268242,4.947425842,4.711174011,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,0.20629099235456202,0.02270007300000021,-0.0775372240000003,-0.011886858,0.24666034000000536,0.026170783999999947,0.02226162299999998,-0.009150956000000043
Burkina Faso,Sub-Saharan Africa,4.834,0.081,4.993,4.675,7.678,0.672,54.151,0.695,-0.009,0.748,2.43,0.364,0.472,0.179,0.381,0.182,0.122,3.133,20997293.0,2.86 %,581895.0,76.0,273600.0,-25000.0,5.2,18,31 %,0.27 %,20903278.0,20321378.0,0.407,17.6,0.0,1.092,9.318,0.0,0.0,0.359,35.3,,,,,,7.0,1.0,6.0,6.0,Sub-Saharan Africa,4.768700123,0.062067267,4.890351772,4.647048473,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,2.1268092105263157,0.06529987699999928,0.20945503999999993,-0.040943613999999906,0.2615461100000047,0.029436416999999993,0.010080516,0.00820497099999995
Cambodia,Southeast Asia,4.83,0.067,4.963,4.698,8.36,0.765,62.0,0.959,0.034,0.843,2.43,0.603,0.68,0.426,0.702,0.21,0.061,2.148,16758448.0,1.41 %,232423.0,95.0,176520.0,-30000.0,2.5,26,24 %,0.21 %,16718971.0,16486542.0,0.0,25.6,0.0,0.714,8.256,1.0,0.0,0.498,36.0,,,,,,0.0,4.0,-4.0,-4.0,Southeast Asia,4.848400116,0.058006871,4.962093353,4.734706879,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,1.3166949920688873,-0.018400115999999578,0.11010967300000019,-0.008080646999999996,0.47003174000000314,-0.0007046380000000907,-0.017911179,0.020230953999999968
Mozambique,Sub-Saharan Africa,4.794,0.103,4.997,4.592,7.158,0.744,54.706,0.882,0.061,0.684,2.43,0.183,0.634,0.196,0.608,0.228,0.163,2.783,31398811.0,2.93 %,889399.0,40.0,786380.0,-5000.0,4.9,18,38 %,0.40 %,31255435.0,30366036.0,0.531,17.7,0.0,0.599,9.273,0.0,0.0,0.473,49.417,,,,,,6.0,1.0,5.0,5.0,Sub-Saharan Africa,4.623600006,0.079284087,4.778996944,4.468203068,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,1.13100409471248,0.1703999939999994,0.08865404900000051,0.020125967999999994,0.5001780100000062,0.017548114999999975,0.028624131999999997,0.0009808980000000078
Nigeria,Sub-Saharan Africa,4.759,0.052,4.861,4.658,8.533,0.74,50.102,0.737,0.037,0.878,2.43,0.663,0.625,0.051,0.433,0.212,0.039,2.736,206984347.0,2.58 %,5175990.0,226.0,910770.0,-60000.0,5.4,18,52 %,2.64 %,206139587.0,200963599.0,0.625,18.1,0.0,1.023,9.279,0.0,0.0,0.2,44.894,,,,,,8.0,1.0,7.0,7.0,Sub-Saharan Africa,4.724100113,0.05211626,4.826248169,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,5.683092328469317,0.03489988699999991,-0.04362487000000037,0.0027831099999999775,0.2400920399999933,-0.022578407000000023,0.0032541929999999955,0.016125657999999987
Mali,Sub-Saharan Africa,4.723,0.082,4.884,4.563,7.744,0.724,51.969,0.697,-0.036,0.827,2.43,0.387,0.59,0.11,0.384,0.164,0.072,3.016,20346106.0,3.02 %,592802.0,17.0,1220190.0,-40000.0,5.9,16,44 %,0.26 %,20250834.0,19658031.0,1.328,16.4,0.0,1.07,9.352,0.0,0.0,0.274,33.04,,,,,,6.0,1.0,5.0,5.0,Sub-Saharan Africa,4.729300022,0.064362764,4.855451107,4.603148937,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,0.48582761701046556,-0.00630002200000046,0.11414770499999971,-0.0074689760000000716,0.2420178799999988,-0.014566150000000055,0.008366926000000004,-0.012328408000000013
Iran,Middle East and North Africa,4.721,0.055,4.828,4.614,9.584,0.71,66.3,0.608,0.218,0.714,2.43,1.03,0.557,0.561,0.275,0.33,0.144,1.823,84176929.0,1.30 %,1079043.0,52.0,1628550.0,-55000.0,2.2,32,76 %,1.08 %,83992953.0,82913906.0,65.747,32.4,0.0,1.707,8.809,0.0,0.0,0.367,39.97,,,,,,0.0,7.0,-7.0,-7.0,Middle East and North Africa,4.672399998,0.055878021,4.78192091,4.562879086,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,0.6625789813023856,0.0486000019999997,-0.22971974900000092,0.015310308999999966,0.29385071000000096,-0.039873282000000065,0.100108897,-0.0006359679999999868
Uganda,Sub-Saharan Africa,4.636,0.073,4.78,4.493,7.677,0.781,56.101,0.709,0.122,0.855,2.43,0.364,0.718,0.24,0.398,0.267,0.054,2.596,45974931.0,3.32 %,1471413.0,229.0,199810.0,168694.0,5.0,17,26 %,0.59 %,45741000.0,44269594.0,0.549,16.4,0.0,0.816,9.143,0.0,0.0,0.239,42.75,,,,,,1.0,2.0,-1.0,-1.0,Sub-Saharan Africa,4.43200016,0.068495452,4.566251278,4.297749043,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,7.364060857814924,0.20399983999999982,0.1766104239999997,0.016005378999999986,0.3927976399999977,-0.022713951000000066,0.022512568999999996,0.018262188000000013
Liberia,Sub-Saharan Africa,4.625,0.106,4.833,4.417,7.288,0.72,56.498,0.735,0.05,0.85,2.43,0.228,0.58,0.253,0.43,0.221,0.057,2.857,5077411.0,2.44 %,120307.0,53.0,96320.0,-5000.0,4.4,19,53 %,0.06 %,5057677.0,4937374.0,1.641,19.2,0.0,0.935,9.398,0.0,0.0,0.273,35.27,,,,,,8.0,1.0,7.0,7.0,Sub-Saharan Africa,4.557899952,0.081956357,4.71853447,4.397265434,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,1.2490344684385382,0.06710004800000036,0.2336195830000003,0.010719449999999964,0.4016865199999984,-0.0002687120000000043,0.0077267800000000025,-0.006375933000000056
Kenya,Sub-Saharan Africa,4.607,0.072,4.747,4.466,8.361,0.688,60.704,0.779,0.287,0.825,2.43,0.603,0.508,0.385,0.483,0.375,0.073,2.18,53968739.0,2.28 %,1197323.0,94.0,569140.0,-10000.0,3.5,20,28 %,0.69 %,53771300.0,52573973.0,3.106,20.0,0.0,0.781,9.119,0.0,0.0,0.331,40.78,,,,,,9.0,0.0,9.0,9.0,Sub-Saharan Africa,4.583000183,0.067804985,4.715898037,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,2.103740731630179,0.02399981699999998,0.3312243800000001,-0.014652037000000062,0.6070685400000002,-0.05074755799999997,-0.0076815190000000255,-0.006499159000000088
Tunisia,Middle East and North Africa,4.596,0.058,4.709,4.484,9.266,0.691,67.201,0.656,-0.201,0.87,2.43,0.919,0.515,0.59,0.334,0.057,0.044,2.138,11839918.0,1.06 %,123900.0,76.0,155360.0,-4000.0,2.2,33,70 %,0.15 %,11818618.0,11694719.0,39.565,32.7,0.0,3.018,9.118,0.0,0.0,0.129,32.82,,,,,,7.0,0.0,7.0,7.0,Middle East and North Africa,4.392199993,0.049670532,4.489554405,4.294845581,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,0.7975025746652935,0.2038000069999999,-0.04897287800000072,0.002281442999999994,0.30314233,0.06263844299999999,0.015413811,0.00240975099999996
Lebanon,Middle East and North Africa,4.584,0.055,4.691,4.477,9.626,0.848,67.355,0.525,-0.073,0.898,2.43,1.045,0.868,0.595,0.175,0.14,0.026,1.736,6819976.0,-0.44 %,-30268.0,667.0,10230.0,-30012.0,2.1,30,78 %,0.09 %,6825442.0,6855713.0,21.508,31.1,0.0,1.891,8.956,0.0,0.0,0.107,31.83,,,,,,6.0,0.0,6.0,6.0,Middle East and North Africa,4.771500111,0.043753985,4.857257843,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,-2.958748778103617,-0.1875001110000003,0.2642761,0.023661861999999978,0.2484173600000048,-0.02635750800000003,-0.011784729999999993,-0.0042562499999999615
Namibia,Sub-Saharan Africa,4.574,0.064,4.7,4.448,9.161,0.818,56.799,0.719,-0.149,0.847,2.43,0.882,0.801,0.262,0.411,0.091,0.059,2.068,2548663.0,1.86 %,46375.0,3.0,823290.0,-4806.0,3.4,22,55 %,0.03 %,2540916.0,2494530.0,8.068,22.0,0.0,0.625,9.349,0.0,1.0,0.311,57.535,,,,,,6.0,0.0,6.0,6.0,Sub-Saharan Africa,4.571100235,0.060983475,4.690628052,4.451572418,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,0.05632887560883771,0.0028997649999995545,-0.04214121200000065,-0.02888097200000006,0.2975122699999986,-0.048520964000000055,0.03630646000000001,-0.004449788000000066
Palestinian Territories,Middle East and North Africa,4.517,0.067,4.649,4.384,8.485,0.826,62.25,0.653,-0.163,0.821,2.43,0.646,0.819,0.434,0.33,0.082,0.075,2.131,,,,,,,,,,,5101416.0,4685306.0,27.443,20.4,0.0,2.111,8.975,0.0,0.0,0.164,33.69,,,,,,,,,,Middle East and North Africa,4.552800179,0.055874817,4.662314892,4.443285465,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,,-0.035800178999999765,0.09577690099999892,0.0007040749999999152,0.0,0.007208171000000041,-0.0009209040000000002,-0.0031999750000000216
Myanmar,Southeast Asia,4.426,0.052,4.527,4.324,8.541,0.779,59.302,0.876,0.509,0.66,2.43,0.666,0.713,0.341,0.601,0.52,0.178,1.407,54473253.0,0.67 %,364380.0,83.0,653290.0,-163313.0,2.2,29,31 %,0.70 %,54409794.0,54045420.0,4.929,29.1,0.0,0.759,8.299,0.0,1.0,0.621,38.07,,,,,,,,,,Southeast Asia,4.308000088,0.042949215,4.392180443,4.223819733,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,0.5577614841800732,0.11799991200000015,-0.13948191099999896,-0.005407019999999929,0.34028811999999675,-0.019075202000000013,-0.05166399799999999,0.014875684000000056
Jordan,Middle East and North Africa,4.395,0.062,4.516,4.273,9.182,0.767,67.0,0.755,-0.167,0.705,2.43,0.89,0.685,0.583,0.455,0.079,0.15,1.553,10220604.0,1.00 %,101440.0,115.0,88780.0,10220.0,2.8,24,91 %,0.13 %,10203140.0,10101694.0,37.577,23.2,0.0,1.895,8.961,0.0,0.0,0.465,33.1,,,,,,2.0,5.0,-3.0,-3.0,Middle East and North Africa,4.633399963,0.058751218,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.1425996846136517,-0.238399963,0.15600093100000123,-0.03516372000000001,0.2002487200000047,0.0039522100000000115,-0.0044347980000000176,0.004655675999999942
Chad,Sub-Saharan Africa,4.355,0.094,4.54,4.171,7.364,0.619,48.478,0.579,0.041,0.807,2.43,0.255,0.353,0.0,0.24,0.215,0.084,3.209,16502877.0,3.00 %,478988.0,13.0,1259200.0,2000.0,5.8,17,23 %,0.21 %,16425859.0,15946876.0,0.633,16.7,0.0,1.077,9.213,0.0,0.0,0.269,43.32,,,,,,1.0,3.0,-2.0,-2.0,Sub-Saharan Africa,4.422699928,0.075231321,4.570153236,4.27524662,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.802760839,0.38039072426937737,-0.06769992799999969,-0.1039636960000001,-0.013388054999999954,0.25746090999999893,-0.008305247999999987,0.023165281000000003,0.004239161000000102
Sri Lanka,South Asia,4.325,0.066,4.454,4.196,9.47,0.827,67.299,0.841,0.079,0.863,2.43,0.99,0.82,0.593,0.559,0.239,0.049,1.075,21428970.0,0.42 %,89516.0,341.0,62710.0,-97986.0,2.2,34,18 %,0.27 %,21413250.0,21670000.0,0.953,34.1,1.0,0.705,8.635,0.0,0.0,0.368,41.937,,,,,,7.0,1.0,6.0,6.0,South Asia,4.327000141,0.053085525,4.431047916,4.222952366,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.4274597352894276,-0.0020001409999999,0.0800301740000009,0.0016259329999999128,0.09893439000001081,0.0033663309999999447,-0.002129618,0.00399824400000004
Swaziland,Sub-Saharan Africa,4.308,0.071,4.448,4.168,9.065,0.77,50.833,0.647,-0.185,0.708,2.43,0.849,0.693,0.074,0.323,0.067,0.147,2.155,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,-9.0,-9.0,Sub-Saharan Africa,4.308100224,0.07145194,4.448145866,4.168054581,9.16267395,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,,-0.00010022400000053722,-0.09767395000000079,-0.0002901960000000203,-0.35523624000000353,0.00017772599999998917,0.014201419999999992,-0.00026333800000000185
Comoros,Sub-Saharan Africa,4.289,0.084,4.454,4.123,8.031,0.626,57.349,0.548,0.082,0.781,2.43,0.488,0.367,0.279,0.202,0.241,0.101,2.61,872695.0,2.20 %,18715.0,467.0,1861.0,-2000.0,4.2,20,29 %,0.01 %,869595.0,850886.0,1.15,20.4,1.0,0.663,9.128,0.0,0.0,0.139,45.33,,,,,,0.0,3.0,-3.0,-3.0,Sub-Saharan Africa,4.288599968,0.084340192,4.453906536,4.1232934,7.833630085,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,10.056421278882322,0.0004000319999999391,0.19736991500000034,0.0003375540000000177,-1.0470000006534974e-05,0.00038739300000001364,-0.008008407999999995,0.00037739800000002877
Egypt,Middle East and North Africa,4.283,0.045,4.371,4.195,9.367,0.75,61.998,0.749,-0.182,0.795,2.43,0.954,0.647,0.426,0.446,0.069,0.092,1.648,102659126.0,1.94 %,1946331.0,103.0,995450.0,-38033.0,3.3,25,43 %,1.31 %,102334403.0,100388073.0,7.457,25.3,0.0,1.627,9.007,0.0,0.0,0.446,31.56,,,,,,0.0,4.0,-4.0,-4.0,Middle East and North Africa,4.151400089,0.035979424,4.221919537,4.080880642,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.95522728414285,0.13159991100000035,0.050458328000001273,0.014552176000000028,0.21784862999999888,0.040645825000000024,0.014878314000000004,0.0072731209999999935
Ethiopia,Sub-Saharan Africa,4.275,0.051,4.374,4.175,7.694,0.764,59.0,0.752,0.082,0.761,2.43,0.37,0.679,0.331,0.451,0.241,0.114,2.089,115434444.0,2.57 %,2884858.0,115.0,1000000.0,30000.0,4.3,19,21 %,1.47 %,114963583.0,112078730.0,1.673,19.8,0.0,0.915,9.047,0.0,1.0,0.397,33.498,,,,,,3.0,2.0,1.0,1.0,Sub-Saharan Africa,4.186200142,0.038915094,4.262473583,4.109926701,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,2.884858,0.08879985800000068,0.18461441400000034,0.020692648000000036,0.3604087800000002,0.011204804999999984,0.038622668000000006,0.007309996000000041
Mauritania,Sub-Saharan Africa,4.227,0.07,4.365,4.09,8.542,0.795,57.161,0.561,-0.106,0.731,2.43,0.666,0.749,0.273,0.218,0.119,0.133,2.069,4669775.0,2.74 %,123962.0,5.0,1030700.0,5000.0,4.6,20,57 %,0.06 %,4649660.0,4525696.0,7.463,20.3,0.0,1.149,9.364,0.0,0.0,0.122,32.62,,,,,,0.0,2.0,-2.0,-2.0,Sub-Saharan Africa,4.374599934,0.055093341,4.482583046,4.266616821,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,0.12026971960803337,-0.1475999339999996,0.3080808560000001,0.004180771999999999,0.15082239000000186,0.009477447000000083,8.142000000002647e-06,-0.015223509000000024
Madagascar,Sub-Saharan Africa,4.208,0.072,4.349,4.068,7.396,0.686,59.305,0.552,-0.005,0.803,2.43,0.266,0.503,0.341,0.207,0.185,0.087,2.62,27808395.0,2.68 %,721711.0,48.0,581795.0,-1500.0,4.1,20,39 %,0.36 %,27691019.0,26969307.0,0.942,19.6,1.0,0.603,9.142,0.0,0.0,0.312,42.65,,,,,,6.0,0.0,6.0,6.0,Sub-Saharan Africa,4.165599823,0.057542104,4.278382301,4.052817345,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,1.2404902070316863,0.042400177000000205,0.11431417100000019,0.017804097000000074,0.19957320999999695,-0.005574093000000002,0.006823639,-0.014485630999999999
Togo,Sub-Saharan Africa,4.107,0.077,4.258,3.956,7.362,0.569,54.914,0.619,0.032,0.772,2.43,0.254,0.239,0.203,0.289,0.209,0.107,2.806,8310934.0,2.43 %,196358.0,152.0,54390.0,-2000.0,4.4,19,43 %,0.11 %,8278737.0,8082366.0,0.821,19.4,0.0,0.966,9.329,0.0,1.0,0.212,43.06,,,,,,1.0,3.0,-2.0,-2.0,Sub-Saharan Africa,4.187200069,0.062506773,4.309713364,4.064686775,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,3.6101856958999816,-0.08020006899999998,0.004288684999999681,0.01768737499999995,0.194101780000004,-0.03082861300000006,0.029332125,0.014266536000000052
Zambia,Sub-Saharan Africa,4.073,0.069,4.209,3.938,8.145,0.708,55.809,0.782,0.061,0.823,2.43,0.528,0.552,0.231,0.487,0.227,0.074,1.975,18468257.0,2.93 %,522925.0,25.0,743390.0,-8000.0,4.7,18,45 %,0.24 %,18383956.0,17861030.0,2.11,17.7,0.0,0.667,9.251,0.0,0.0,0.322,57.14,,,,,,6.0,0.0,6.0,6.0,Sub-Saharan Africa,3.759399891,0.06067669,3.878326178,3.640473604,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,0.7034329221539165,0.31360010900000024,-0.0797200010000001,0.009175535000000012,0.5096225599999968,-0.024500255999999943,-0.017037128,0.021710322000000004
Sierra Leone,Sub-Saharan Africa,3.849,0.077,4.001,3.698,7.434,0.63,51.651,0.717,0.084,0.866,2.43,0.279,0.377,0.1,0.408,0.243,0.047,2.396,8004158.0,2.10 %,163768.0,111.0,72180.0,-4200.0,4.3,19,43 %,0.10 %,7976985.0,7813215.0,0.953,19.1,0.0,0.962,9.401,0.0,0.0,0.338,34.03,,,,,,8.0,1.0,7.0,7.0,Sub-Saharan Africa,3.926399946,0.061150789,4.046255589,3.806544304,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,2.2688833471875864,-0.07739994599999989,0.16519687999999988,-0.006142015000000001,0.7858571800000007,0.0016849559999999597,-0.004660746999999993,0.004669311999999981
India,South Asia,3.819,0.026,3.869,3.769,8.755,0.603,60.633,0.893,0.089,0.774,2.43,0.741,0.316,0.383,0.622,0.246,0.106,1.405,1382345085.0,0.99 %,13586631.0,464.0,2973190.0,-532687.0,2.2,28,35 %,17.70 %,1380004385.0,1366417754.0,10.778,28.2,0.0,0.937,8.532,0.0,0.0,0.526,39.334,,,,,,9.0,0.0,9.0,9.0,South Asia,3.573299885,0.027702235,3.627596378,3.519003391,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,4.569715019894457,0.245700115,-0.09482395199999871,0.010799064999999941,0.41781293000000375,0.011555128999999997,0.031448393,0.0019573080000000465
Burundi,Sub-Saharan Africa,3.775,0.107,3.985,3.565,6.635,0.49,53.4,0.626,-0.024,0.607,2.43,0.0,0.062,0.155,0.298,0.172,0.212,2.876,11948454.0,3.12 %,360204.0,463.0,25680.0,2001.0,5.5,17,14 %,0.15 %,11890781.0,11530580.0,0.017,17.5,0.0,0.781,9.186,0.0,0.0,0.293,38.62,,,,,,2.0,3.0,-1.0,-1.0,Sub-Saharan Africa,3.775300026,0.107122384,3.98526001,3.565340042,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,14.026635514018691,-0.0003000260000001198,0.14235759700000017,-0.0003257190000000021,-1.5299999986950752e-06,-0.00035022399999995457,-0.006448403000000002,6.545299999993759e-05
Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,29935468.0,2.28 %,664042.0,56.0,527970.0,-30000.0,3.8,20,38 %,0.38 %,29825968.0,29161922.0,2.045,20.3,0.0,1.005,8.966,0.0,0.0,0.267,36.71,,,,,,-77.0,-77.0,-77.0,0.0,Middle East and North Africa,3.527400017,0.054158084,3.633549929,3.421250105,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.2577267647783017,0.13059998299999975,-0.18168265499999947,0.01401941299999998,0.3947165200000029,0.002079727000000031,0.010735437000000014,-0.0002877239999999892
Tanzania,Sub-Saharan Africa,3.623,0.071,3.762,3.485,7.876,0.702,57.999,0.833,0.183,0.577,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,60012400.0,2.98 %,1728755.0,67.0,885800.0,-40076.0,4.9,18,37 %,0.77 %,59734213.0,58005463.0,0.035,17.7,0.0,0.732,9.153,0.0,0.0,0.621,37.78,,,,,,4.0,1.0,3.0,3.0,Sub-Saharan Africa,3.476200104,0.06320975,3.600091219,3.352308989,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,1.9516312937457665,0.1467998960000001,-0.09166519500000003,0.013066805999999986,0.5029253200000028,0.01146024000000001,0.073331313,-0.04279943500000005
Haiti,Latin America and Caribbean,3.615,0.173,3.953,3.276,7.477,0.54,55.7,0.593,0.422,0.721,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,11426356.0,1.24 %,139451.0,414.0,27560.0,-35000.0,3.0,24,57 %,0.15 %,11402533.0,11263077.0,2.07,24.3,1.0,1.079,9.501,0.0,0.0,0.216,50.945,,,,,,6.0,1.0,5.0,5.0,Latin America and Caribbean,3.720799923,0.101463005,3.919667482,3.521932364,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,5.059905660377359,-0.10579992299999974,0.06567073099999998,-0.05324783099999997,0.10137482000000375,0.05517483299999992,0.021465430000000008,0.03623275399999992
Malawi,Sub-Saharan Africa,3.6,0.092,3.781,3.419,6.958,0.537,57.948,0.78,0.038,0.729,2.43,0.113,0.168,0.298,0.484,0.213,0.134,2.19,19211425.0,2.69 %,501205.0,203.0,94280.0,-16053.0,4.3,18,18 %,0.25 %,19129955.0,18628747.0,0.988,18.1,0.0,0.667,9.207,0.0,0.0,0.323,44.69,,,,,,6.0,0.0,6.0,6.0,Sub-Saharan Africa,3.538000107,0.070260517,3.675710678,3.400289536,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,5.316132795927026,0.061999893000000306,-0.10422629500000014,-0.007007301000000021,0.35511212000000114,-0.023223192999999975,0.016566721,-0.0027007780000000148
Lesotho,Sub-Saharan Africa,3.512,0.12,3.748,3.276,7.926,0.787,48.7,0.715,-0.131,0.915,2.43,0.451,0.731,0.007,0.405,0.103,0.015,1.8,2145194.0,0.80 %,16981.0,71.0,30360.0,-10047.0,3.2,24,31 %,0.03 %,2142252.0,2125268.0,2.381,24.0,0.0,0.586,9.317,0.0,0.0,0.279,54.18,,,,,,9.0,1.0,8.0,8.0,Sub-Saharan Africa,3.652800083,0.082120985,3.813757181,3.491842985,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,0.5593214756258235,-0.1408000829999998,-0.03448831900000027,0.006504296999999992,0.6963760400000041,-0.023125861000000025,0.014732045,0.05760792700000006
Botswana,Sub-Saharan Africa,3.467,0.074,3.611,3.322,9.782,0.784,59.269,0.824,-0.246,0.801,2.43,1.099,0.724,0.34,0.539,0.027,0.088,0.648,2359585.0,2.08 %,47930.0,4.0,566730.0,3000.0,2.9,24,73 %,0.03 %,2351625.0,2303697.0,1.786,25.8,0.0,0.628,9.307,0.0,0.0,0.435,53.33,,,,,,8.0,0.0,8.0,8.0,Sub-Saharan Africa,3.478899956,0.060542691,3.597563744,3.360236168,9.711203575,0.779121757,58.92445374,0.821328104,-0.250394493,0.777930915,0.08457290067580682,-0.011899955999999712,0.07079642499999927,0.00487824300000006,0.3445462600000013,0.0026718959999999514,0.004394492999999999,0.023069085000000045
Rwanda,Sub-Saharan Africa,3.415,0.068,3.548,3.282,7.676,0.552,61.4,0.897,0.061,0.167,2.43,0.364,0.202,0.407,0.627,0.227,0.493,1.095,13005303.0,2.58 %,325268.0,525.0,24670.0,-9000.0,4.1,20,18 %,0.17 %,12952209.0,12626950.0,0.71,20.3,0.0,0.801,9.174,0.0,0.0,0.906,43.71,,,,,,0.0,3.0,-3.0,-3.0,Sub-Saharan Africa,3.312299967,0.052425209,3.415053368,3.209546566,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,13.184758816376165,0.10270003300000008,0.07589566800000025,0.011164560000000101,0.30115355999999593,-0.003589406000000017,0.005516047999999996,-0.01654117899999999
Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,14899771.0,1.48 %,217456.0,38.0,386850.0,-116858.0,3.6,19,38 %,0.19 %,14862927.0,14645468.0,2.442,19.6,0.0,0.645,9.244,0.0,0.0,0.287,40.363,,,,,,5.0,1.0,4.0,4.0,Sub-Saharan Africa,3.299200058,0.058674462,3.414201975,3.184198141,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,0.5621196846322865,-0.1542000579999998,0.07728831099999933,-0.013092756000000039,0.5837400200000005,-0.034457907999999926,0.025063953,0.010763009999999906
Afghanistan,South Asia,2.523,0.038,2.596,2.449,7.695,0.463,52.493,0.382,-0.102,0.924,2.43,0.37,0.0,0.126,0.0,0.122,0.01,1.895,39074280.0,2.33 %,886592.0,60.0,652860.0,-62920.0,4.6,18,25 %,0.50 %,38928341.0,38041754.0,5.628,18.6,0.0,1.107,8.623,0.0,0.0,0.046,31.0,,,,,,1.0,2.0,-1.0,-1.0,South Asia,2.566900015,0.031311426,2.628270388,2.505529642,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,1.3580124375823301,-0.04390001499999974,0.23213941599999988,-0.007366954999999953,-0.09700014999999951,-0.014573006999999971,-0.005570599999999995,-0.009686553999999958
